id_do_caso,num_de_empregados,salario_prevalecente_semanal,tem_experiencia_de_trabalho_S,requer_treinamento_de_trabalho_S,posicao_em_tempo_integral_S,continente_América do Norte,continente_América do Sul,continente_Europa,continente_Oceania,continente_África,continente_Ásia,educacao_do_empregado_Doutorado,educacao_do_empregado_Ensino Médio,educacao_do_empregado_Ensino Superior,educacao_do_empregado_Mestrado,regiao_de_emprego_Ilha,regiao_de_emprego_Meio-Oeste,regiao_de_emprego_Nordeste,regiao_de_emprego_Oeste,regiao_de_emprego_Sul,status_do_caso_Aprovado,anos_estabelecimento
EZYV6166,2017,2530.03,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13
EZYV18756,4643,865.36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,69
EZYV2327,3490,2829.15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,13
EZYV23863,1945,1137.24,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,10
EZYV1984,71,1651.55,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,27
EZYV11705,4076,1651.79,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,16
EZYV2014,19672,419.92,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,23
EZYV1918,2063,2553.36,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,155
EZYV4198,196,694.8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44
EZYV205,2122,2716.76,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,164
EZYV20958,569,6494.47,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,35
EZYV13765,1687,166.68,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,75
EZYV25252,4299,2613.64,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,14
EZYV4738,1006,364.87,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,24
EZYV1860,5066,1425.23,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,36
EZYV723,2812,1138.32,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,46
EZYV9173,4255,59086.22,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,22
EZYV4728,1594,2453.81,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,19
EZYV9165,8832,1405.99,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,103
EZYV9164,2792,2553.46,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,36
EZYV10953,2732,3241.07,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,54
EZYV24399,623,63220.12,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,55
EZYV18793,1752,117263.54,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20
EZYV16822,4793,666.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,18
EZYV7485,106968,2260.88,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,28
EZYV13481,4289,4251.15,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,21
EZYV2424,1814,648.73,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,23
EZYV6020,751,4380.85,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52
EZYV15843,39,1148.35,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,24
EZYV23218,773,1340.47,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,145
EZYV4989,1738,1262.32,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,17
EZYV5419,2418,652.08,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,205
EZYV18118,253,10641.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,47
EZYV2856,3009,1704.42,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,11
EZYV25012,18073,1969.25,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18
EZYV11355,1838,2403.62,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,18
EZYV7185,1217,2074.27,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,114
EZYV21533,55812,63340.59,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,52
EZYV10092,1430,2289.31,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,25
EZYV18240,885,3101.24,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,22
EZYV22580,121968,1176.58,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,25
EZYV14031,1156,1395.84,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,12
EZYV306,48369,1110.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,16
EZYV4247,3063,81741.06,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,136
EZYV3331,1871,1135.53,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,39
EZYV515,2288,5338.79,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,48
EZYV4698,4488,942.38,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,39
EZYV11165,872,53109.23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,204
EZYV11971,1237,786.1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,26
EZYV9479,4111,255.21,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11
EZYV22938,2990,2829.37,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,36
EZYV1794,3496,1403.15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,21
EZYV25357,2181,1320.97,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,19
EZYV2155,508,1501.51,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,34
EZYV20265,665,78686.2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,54
EZYV25011,3589,84918.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,22
EZYV11786,3789,793.67,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25
EZYV21833,3006,369.75,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,61
EZYV3596,522,57703.12,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,12
EZYV11659,1065,2617.83,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,69
EZYV11171,1151,2996.58,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,12
EZYV3061,4325,1804.49,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,185
EZYV22487,946,1256.09,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,46
EZYV15687,3587,923.27,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,66
EZYV8727,1517,1609.36,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,34
EZYV1224,1599,785.84,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,41
EZYV4258,142,48302.61,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,42
EZYV9891,4296,17467.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,55
EZYV21912,1919,1282.94,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,48
EZYV23496,1154,2806.21,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,16
EZYV9738,2693,1269.44,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,23
EZYV22824,1434,1038.7,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,142
EZYV2509,2798,995.7,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,19
EZYV474,1419,1876.96,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50
EZYV191,961,2576.85,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,16
EZYV15531,3373,3142.18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,50
EZYV15385,69088,2250.19,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30
EZYV11656,2478,81304.39,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,70
EZYV18543,1399,1862.08,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,185
EZYV10190,4796,2025.91,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,13
EZYV14089,3026,804.74,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,185
EZYV20405,2263,2533.64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,19
EZYV15679,3256,628.89,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,17
EZYV11579,3623,441.39,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,18
EZYV18007,2598,1680.66,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,17
EZYV15536,2773,917.33,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,19
EZYV351,1894,2227.87,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,117
EZYV25035,152,2592.25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,43
EZYV10777,1046,63410.39,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24
EZYV18070,3903,2085.92,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
EZYV20217,5474,1695.32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,156
EZYV6330,3933,81617.57,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,22
EZYV22186,2193,854.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,50
EZYV9272,3064,694.44,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,19
EZYV22076,2075,1544.54,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,25
EZYV9367,3022,952.01,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,14
EZYV15680,3480,45758.58,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,28
EZYV3231,2426,2933.78,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,46
EZYV8566,78199,2244.03,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,51
EZYV19983,54548,1273.35,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,58
EZYV2158,224,739.29,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,52
EZYV25392,1847,1517.62,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,22
EZYV201,3282,1550.86,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,44
EZYV20120,2004,2719.64,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,16
EZYV24704,2529,6246.38,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,19
EZYV25052,2090,1163.8,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,84
EZYV8288,397,1981.48,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,31
EZYV18773,3872,657.62,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,176
EZYV18920,718,431.21,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,112
EZYV17980,3202,2737.63,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37
EZYV20355,70245,2598.24,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31
EZYV1919,4158,970.92,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,26
EZYV7532,927,1340.78,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,49
EZYV14612,467,53334.7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,10
EZYV10434,3978,1242.7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26
EZYV4159,1163,2222.41,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,35
EZYV15642,2729,1945.53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23
EZYV15921,3123,891.85,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,42
EZYV17503,1632,3315.33,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,176
EZYV24005,558,693.32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,181
EZYV22165,1726,1697.5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,25
EZYV7193,1955,7203.49,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10
EZYV3209,3817,1654.99,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,23
EZYV16139,1876,252.56,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15
EZYV8102,58,2853.53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,23
EZYV24313,1288,79987.95,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23
EZYV8874,3778,1709.53,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,55
EZYV18043,1289,1813.24,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,67
EZYV16013,438,1073.8,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,68
EZYV17332,2273,2399.59,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,29
EZYV4662,2424,1066.98,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,51
EZYV11222,2674,1205.46,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,169
EZYV3981,3050,1630.32,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,17
EZYV15966,3636,1257.37,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,17
EZYV2102,666,960.21,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9
EZYV19199,2159,334.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,19
EZYV17225,13693,1872.4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,45
EZYV10291,2330,204.77,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,31
EZYV21427,199,483.97,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23
EZYV3976,2111,3131.42,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,19
EZYV11651,175,1396.05,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,20
EZYV3510,181,74.25,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,49
EZYV20332,1743,1770.41,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,13
EZYV199,1375,1963.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,47
EZYV05,1082,3123.07,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,18
EZYV12877,2035,843.26,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,10
EZYV19480,1355,1629.39,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,144
EZYV7837,3442,211.83,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,13
EZYV16627,12,1122.48,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,14
EZYV24729,1943,70315.5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15
EZYV23050,1217,33764.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,121
EZYV2514,1193,4627.04,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,26
EZYV23376,1674,5294.95,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,185
EZYV11496,4266,447.9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,17
EZYV19354,2300,1596.95,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21
EZYV14370,1318,1494.89,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,22
EZYV14890,280,563.06,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,18
EZYV3873,1351,5267.19,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,26
EZYV12756,1787,1330.18,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,24
EZYV20760,943,1670.91,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,38
EZYV22974,2620,465.49,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,98
EZYV22098,2043,3041.36,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,223
EZYV20620,5903,3450.6,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37
EZYV14143,1533,2034.2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,13
EZYV12830,292,2619.42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,14
EZYV24171,1226,4821.39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9
EZYV11737,3347,1273.07,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,27
EZYV9500,3139,784.31,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,10
EZYV3167,2905,78522.77,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28
EZYV9829,5298,982.9,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,32
EZYV11306,4349,85800.58,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,37
EZYV11140,2459,3222.42,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,48
EZYV20143,2625,229.56,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,29
EZYV4058,3551,2572.51,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11
EZYV20949,3826,930.85,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,20
EZYV2735,736,557.02,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11
EZYV8581,1247,936.68,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,185
EZYV2862,1873,5580.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,180
EZYV10266,3729,1827.6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,26
EZYV17360,4609,2096.69,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,35
EZYV7321,20787,886.05,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,16
EZYV18774,55504,3473.92,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,53
EZYV12087,4850,309.93,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,16
EZYV7875,1947,2770.85,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,112
EZYV3777,1220,2620.83,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,13
EZYV10495,64,2518.78,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,47
EZYV880,231,2312.94,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,19
EZYV11800,95941,370.97,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,9
EZYV3834,24413,746.73,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25
EZYV14349,9505,1867.22,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,94
EZYV20402,1163,2011.84,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,60
EZYV10855,3524,1515.37,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,45
EZYV19442,2534,1208.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37
EZYV1463,3953,1069.65,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,10
EZYV2633,526,902.1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9
EZYV13939,441,2298.16,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,10
EZYV3148,614,2474.81,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15
EZYV14170,2205,3470.18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,63
EZYV339,2114,1514.07,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,11
EZYV16136,3307,718.35,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24
EZYV9132,437,485.28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,22
EZYV23452,2008,1982.24,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14
EZYV3233,2626,2350.54,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,12
EZYV12878,1917,640.95,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,15
EZYV2933,3360,68.61,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,55
EZYV4379,165,1985.75,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,30
EZYV24042,3678,1272.27,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,14
EZYV9112,3586,2671.64,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,93
EZYV12035,506,3405.45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,134
EZYV250,4449,455.13,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,60
EZYV17708,2942,1349.73,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,76
EZYV5498,2169,764.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
EZYV770,3615,2937.92,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11
EZYV2714,77,2320.26,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,25
EZYV4844,3215,1127.46,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,30
EZYV3597,2847,757.48,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,13
EZYV23628,3423,390.55,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33
EZYV9176,486,4408.27,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,13
EZYV20713,3820,3401.17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25
EZYV17032,42,48038.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38
EZYV20783,2294,3206.07,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,21
EZYV13166,2401,2517.75,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10
EZYV14201,4916,1984.72,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23
EZYV12942,1729,2695.66,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,15
EZYV22821,370,3030.13,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,206
EZYV1624,3416,790.69,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,18
EZYV9958,2819,1716.73,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,25
EZYV11138,327,2871.69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,15
EZYV5887,2421,585.04,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14
EZYV17197,5260,1244.49,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26
EZYV6799,2009,2851.08,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,54
EZYV23276,3206,3829.93,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,17
EZYV5658,992,2210.82,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,23
EZYV22682,99,1134.01,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,14
EZYV1042,962,521.7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,151
EZYV18239,1680,692.9,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,10
EZYV21667,193,3296.36,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,84
EZYV13237,11811,1761.57,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,12
EZYV21059,4421,152.26,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,45
EZYV5251,2917,1857.15,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,22
EZYV2944,61,1053.41,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,44
EZYV11660,1549,1756.89,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,17
EZYV20834,795,108.08,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,29
EZYV20972,5310,933.41,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9
EZYV24027,1584,1492.76,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,36
EZYV15254,362,2350.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,23
EZYV11947,8441,522.93,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,36
EZYV16790,6034,533.73,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,10
EZYV10150,3673,720.3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37
EZYV20551,2062,616.42,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,44
EZYV18622,2206,1347.63,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,12
